Time elapsed was 86244955ns or 0.086244955s
Time elapsed was 86641479ns or 0.086641479s
Time elapsed was 86150170ns or 0.086150170s
Time elapsed was 86697824ns or 0.086697824s
Time elapsed was 86777205ns or 0.086777205s
Time elapsed was 86838215ns or 0.086838215s
Time elapsed was 87492133ns or 0.087492133s
Time elapsed was 93174892ns or 0.093174892s
Time elapsed was 97271220ns or 0.097271220s
Time elapsed was 96335076ns or 0.096335076s
